frame,image_rel,gt_with_fine_label,v3_fp32+rec_fp32:tracks,v3_fp32+rec_fp32:matched,v3_fp32+rec_fp32:correct,v3_fp32+rec_fp16:tracks,v3_fp32+rec_fp16:matched,v3_fp32+rec_fp16:correct,v3_fp32+rec_int8_full:tracks,v3_fp32+rec_int8_full:matched,v3_fp32+rec_int8_full:correct,v3_fp16+rec_fp32:tracks,v3_fp16+rec_fp32:matched,v3_fp16+rec_fp32:correct,v3_fp16+rec_fp16:tracks,v3_fp16+rec_fp16:matched,v3_fp16+rec_fp16:correct,v3_fp16+rec_int8_full:tracks,v3_fp16+rec_int8_full:matched,v3_fp16+rec_int8_full:correct,v3_int8_head_excl+rec_fp32:tracks,v3_int8_head_excl+rec_fp32:matched,v3_int8_head_excl+rec_fp32:correct,v3_int8_head_excl+rec_fp16:tracks,v3_int8_head_excl+rec_fp16:matched,v3_int8_head_excl+rec_fp16:correct,v3_int8_head_excl+rec_int8_full:tracks,v3_int8_head_excl+rec_int8_full:matched,v3_int8_head_excl+rec_int8_full:correct,v3_int8_head_excl_fbias+rec_fp32:tracks,v3_int8_head_excl_fbias+rec_fp32:matched,v3_int8_head_excl_fbias+rec_fp32:correct,v3_int8_head_excl_fbias+rec_fp16:tracks,v3_int8_head_excl_fbias+rec_fp16:matched,v3_int8_head_excl_fbias+rec_fp16:correct,v3_int8_head_excl_fbias+rec_int8_full:tracks,v3_int8_head_excl_fbias+rec_int8_full:matched,v3_int8_head_excl_fbias+rec_int8_full:correct,v3_int8_full+rec_fp32:tracks,v3_int8_full+rec_fp32:matched,v3_int8_full+rec_fp32:correct,v3_int8_full+rec_fp16:tracks,v3_int8_full+rec_fp16:matched,v3_int8_full+rec_fp16:correct,v3_int8_full+rec_int8_full:tracks,v3_int8_full+rec_int8_full:matched,v3_int8_full+rec_int8_full:correct
414,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14170075.jpg,5,8,4,3,8,4,3,8,4,3,8,4,3,8,4,3,8,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,7,4,3,0,0,0,0,0,0,0,0,0
415,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14170242.jpg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14170248.jpg,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
417,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14170255.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
418,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14170261.jpg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14170808.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
420,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14170827.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14170903.jpg,3,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
422,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14170909.jpg,8,7,6,5,7,6,5,7,6,5,7,6,5,7,6,5,7,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0
423,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14170915.jpg,3,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0
424,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14170921.jpg,5,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,6,4,4,0,0,0,0,0,0,0,0,0
425,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14170927.jpg,8,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,5,5,3,0,0,0,0,0,0,0,0,0
426,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14171855.jpg,3,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
427,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14171863.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14171869.jpg,2,5,2,2,5,2,2,5,2,2,5,2,2,5,2,2,5,2,2,5,2,2,5,2,2,5,2,2,5,2,2,5,2,2,5,2,2,0,0,0,0,0,0,0,0,0
429,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14171875.jpg,4,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
430,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14198825.jpg,3,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0
431,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14198831.jpg,10,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0
432,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14198837.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14198843.jpg,3,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
434,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14199462.jpg,5,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0
435,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14199472.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14199478.jpg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14199655.jpg,4,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3,0,0,0,0,0,0,0,0,0
438,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14199663.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14199669.jpg,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14199675.jpg,3,5,1,0,5,1,0,5,1,0,5,1,0,5,1,0,5,1,0,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,5,1,1,0,0,0,0,0,0,0,0,0
441,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14199790.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14199799.jpg,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,0
443,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14199805.jpg,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
444,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14199811.jpg,3,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
445,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14207144.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
446,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14207152.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
447,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14207163.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14207216.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14207222.jpg,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0
450,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14207230.jpg,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0
451,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14207236.jpg,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0
452,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14207242.jpg,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0
453,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14207255.jpg,3,4,2,1,4,2,1,4,2,1,4,2,2,4,2,2,4,2,2,4,2,1,4,2,1,4,2,1,4,2,1,4,2,1,4,2,1,0,0,0,0,0,0,0,0,0
454,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14207262.jpg,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0
455,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14207269.jpg,22,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0
456,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14207278.jpg,6,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,0,0,0,0,0,0,0,0,0
457,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14207307.jpg,6,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,7,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,0,0,0,0,0,0,0,0,0
458,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14207313.jpg,6,7,4,4,7,4,4,7,4,4,7,4,4,7,4,4,7,4,4,7,4,4,7,4,4,7,4,4,7,4,4,7,4,4,7,4,4,0,0,0,0,0,0,0,0,0
459,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14207319.jpg,6,7,4,4,7,4,4,7,4,4,7,4,4,7,4,4,7,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,0
460,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14207326.jpg,6,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,0
461,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14238603.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14239006.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14239024.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14239091.jpg,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
465,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14239105.jpg,14,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,7,7,6,9,8,7,9,8,7,9,8,7,9,8,7,9,8,7,9,8,7,0,0,0,0,0,0,0,0,0
466,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14239112.jpg,9,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,7,6,6,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,0,0,0,0,0,0,0,0,0
467,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14239680.jpg,15,14,12,11,14,12,11,14,12,11,14,12,11,14,12,11,14,12,11,14,12,12,14,12,12,14,12,12,14,12,12,14,12,12,14,12,12,0,0,0,0,0,0,0,0,0
468,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14239688.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14239695.jpg,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
470,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14239702.jpg,11,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
471,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14239738.jpg,11,8,7,6,8,7,6,8,7,6,8,7,6,8,7,6,8,7,6,8,7,6,8,7,6,8,7,6,8,7,6,8,7,6,8,7,6,0,0,0,0,0,0,0,0,0
472,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14239744.jpg,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
473,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14239751.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14239757.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14239763.jpg,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
476,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14240142.jpg,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,3,1,1,0,0,0,0,0,0,0,0,0
477,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14252555.jpg,3,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,4,2,1,4,2,1,4,2,1,4,2,1,4,2,1,4,2,1,0,0,0,0,0,0,0,0,0
478,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14252947.jpg,3,4,2,1,4,2,1,4,2,1,4,2,1,4,2,1,4,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0
479,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14252953.jpg,3,7,3,2,7,3,2,7,3,2,7,3,2,7,3,2,7,3,2,7,3,2,7,3,2,7,3,1,7,3,2,7,3,2,7,3,1,0,0,0,0,0,0,0,0,0
480,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14252959.jpg,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
481,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14252966.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14252973.jpg,3,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
483,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14253294.jpg,7,5,4,2,5,4,2,5,4,2,5,4,2,5,4,2,5,4,2,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3,5,4,3,0,0,0,0,0,0,0,0,0
484,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14253300.jpg,3,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
485,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14253309.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14253315.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14256310.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14256319.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14256325.jpg,1,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,4,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0
490,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14256332.jpg,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
491,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14256526.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14269656.jpg,9,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3,2,0,0,0,0,0,0,0,0,0
493,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14269664.jpg,9,5,3,3,5,3,3,5,3,3,5,3,3,5,3,3,5,3,3,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,4,3,2,0,0,0,0,0,0,0,0,0
494,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14269670.jpg,10,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,0,0,0,0,0,0,0,0,0
495,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14271450.jpg,5,9,4,3,9,4,3,9,4,3,9,4,3,9,4,3,9,4,3,8,4,3,8,4,3,8,4,3,8,4,3,8,4,3,8,4,3,0,0,0,0,0,0,0,0,0
496,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14271456.jpg,8,6,3,2,6,3,2,6,3,2,6,3,2,6,3,2,6,3,2,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,0,0,0,0,0,0,0,0,0
497,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14271462.jpg,5,7,4,4,7,4,4,7,4,4,7,4,4,7,4,4,7,4,4,9,4,4,9,4,4,9,4,4,9,4,4,9,4,4,9,4,4,0,0,0,0,0,0,0,0,0
498,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14271468.jpg,7,7,6,5,7,6,5,7,6,5,7,6,5,7,6,5,7,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,6,6,5,0,0,0,0,0,0,0,0,0
499,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14271811.jpg,15,4,4,2,4,4,2,4,4,2,4,4,2,4,4,2,4,4,2,4,4,2,4,4,2,4,4,2,4,4,2,4,4,2,4,4,2,0,0,0,0,0,0,0,0,0
500,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14271817.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14271823.jpg,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,6,5,5,0,0,0,0,0,0,0,0,0
502,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14271829.jpg,2,4,2,1,4,2,1,4,2,1,4,2,1,4,2,1,4,2,1,4,2,1,4,2,1,4,2,1,4,2,1,4,2,1,4,2,1,0,0,0,0,0,0,0,0,0
503,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14271836.jpg,5,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,1,6,3,2,6,3,2,6,3,2,6,3,2,6,3,2,6,3,2,0,0,0,0,0,0,0,0,0
504,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14272818.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14272824.jpg,6,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0
506,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14272830.jpg,8,9,4,4,9,4,4,9,4,4,9,4,4,9,4,4,9,4,4,8,4,4,8,4,4,8,4,4,8,4,4,8,4,4,8,4,4,0,0,0,0,0,0,0,0,0
507,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14272838.jpg,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,4,3,3,0,0,0,0,0,0,0,0,0
508,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14276473.jpg,6,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,0,0,0,0,0,0,0,0,0
509,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14276480.jpg,9,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0
510,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14276490.jpg,5,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,3,2,2,0,0,0,0,0,0,0,0,0
511,data/aihub_traffic/test/images/d_validation_1920_1080_daylight_2/14276501.jpg,3,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0
